Alsatian	POS	French	German	BabelNetId	Cosine
Maas [ACPA] ; Mass [OLCA67;OLCA68]	N	mesure;mesures	Maß	bn:00054019n	0.71
Kritzwaj [ACPA] ; Kritzwaag [ACPA]	N	chemin de croix	Kreuzweg	bn:00074056n	1.00
Riwung [ACPA]	N	friction;frottement	Reibung	bn:00036520n	1.00
verfahla [ACPA]	V	rater;manquer	verfehlen	bn:00090855v	1.00
Krampfodere [OLCA67;OLCA68] ; Kràmpfoodra [ACPA]	N	varice;varices	Krampfader	bn:00079595n	1.00
Seeros [OLCA67;OLCA68] ; Seerosa [ACPA]	N	nénuphar	Seerose	bn:00080608n	1.00
diräkt [ACPA] ; direkt [OLCA67;OLCA68]	A	direct	direkte	bn:00101411a	1.00
Fihrlescher [ACPA] ; Fihrläscher [ACPA]	N	extincteur	Feuerlöscher	bn:00006418n	1.00
drãcke [WKT] ; Drack [ACPA]	N	saleté	Dreck	bn:00027387n	0.71
Àbschtrech [ACPA] ; Àbschtrisch [ACPA]	N	frottis	Abstrich	bn:00060451n	1.00
Is [OLCA67;OLCA68] ; Iss [ACPA]	N	glace	Eis	bn:00045705n	1.00
Wärme [OLCA68] ; Wärma [ACPA]	N	chaleur	Wärme	bn:00043416n	1.00
Wàld [ACPA;OLCA67;OLCA68;WKT]	N	bois;forêt	Wälder;Wald	bn:00035868n	0.89
genög [ACPA] ; genüag [ACPA]	ADV	assez	genug	bn:00115216r	0.71
Aimer [ACPA;WKT] ; Eimer [OLCA67;OLCA68;WKT]	N	seau	Eimer	bn:00013590n	1.00
Bäck [ACPA] ; Beck [ACPA]	N	boulanger	Bäcker	bn:00008013n	0.71
See [ACPA;OLCA67;OLCA68;WKT]	N	lac	See;Seen	bn:00049709n	1.00
Fengerhüat [ACPA] ; Fingerhöt [ACPA]	N	dé à coudre	Fingerhut	bn:00076915n	1.00
Schrift [ACPA] ; Schreft [ACPA]	N	écriture	Schriften;Schrift	bn:00068750n	0.87
Schnörbàrt [ACPA] ; Schnüarbàrt [ACPA]	N	bacchante	Schnurrbart;Schnurrbärte	bn:00056133n	0.77
Hàndtüach [ACPA] ; Hànddüech [WKT]	N	serviette	Handtuch	bn:00077761n	0.71
Kerper [OLCA67;OLCA68;WKT] ; Gruppa [ACPA]	N	corps	Körper	bn:00011745n	1.00
Urna [ACPA] ; Ürn [WKT]	N	urne électorale;urne	Urnen;Urne	bn:00079344n	0.87
Messbeligung [ACPA]	N	blâme;réprobation	Missbilligung	bn:00021624n	0.77
Gedänkdàij [ACPA] ; Gedanktàg [ACPA]	N	anniversaire	Gedenktag;Gedenktage	bn:00004339n	0.77
Uffschüab [ACPA] ; Uffschöb [ACPA]	N	délai	Aufschub	bn:00025905n	0.71
Glichgwecht [ACPA] ; Glischgewischt [ACPA]	N	équilibre	Gleichgewicht	bn:00008046n	1.00
Ketzler [ACPA] ; Kitzler [ACPA]	N	clitoris	Kitzler	bn:00014309n	1.00
Schweijermöder [ACPA] ; Schwegermüatter [ACPA]	N	belle-mère	Schwiegermutter	bn:00056010n	1.00
Schpàrklakehl [ACPA] ; Schpàrikelkehl [ACPA]	N	brocoli	Spargelkohl	bn:00012820n	1.00
Bäcka [ACPA] ; Becke [OLCA67;OLCA68]	N	bassin	Becken	bn:00044198n	1.00
Kànzla [ACPA] ; Kànzel [ACPA]	N	chaire	Kanzel	bn:00945975n	0.71
Eierküeche [WKT] ; Aierküacha [ACPA]	N	crêpe	Eierkuchen	bn:00009061n	0.71
Schämmel [WKT] ; Schammel [OLCA67;OLCA68]	N	tabouret	Schemel	bn:00074427n	1.00
Weld [ACPA] ; Wild [ACPA;OLCA67;OLCA68]	N	gibier	Wild	bn:00037183n	0.58
Beldniss [ACPA] ; Bildniss [ACPA]	N	effigie	Bildnis;Bildnisse	bn:00029893n	0.77
Käpi [ACPA] ; Keppi [WKT]	N	képi	Käppi;Képi	bn:00048927n	0.87
Nawel [ACPA] ; Nàgel [ACPA]	N	clou	Nagel	bn:00056728n	1.00
besser [WKT]	A	mieux;meilleur	besser	bn:00098282a	1.00
Diwwel [ACPA] ; Diwel [ACPA]	N	cheville;goujon	Dübel	bn:00028463n	1.00
Metzgerej [OLCA67] ; Mätzgaräi [ACPA]	N	boucherie	Metzgerei	bn:00014217n	1.00
Fend [ACPA] ; find [ACPA]	N	ennemi	Feind	bn:00030814n	1.00
Sohn [WKT] ; Suhn [ACPA]	N	fils	Sohn	bn:03854737n	1.00
Hemorride [OLCA67;OLCA68] ; Hemorita [ACPA]	N	hémorroïdes	Hämorriden;Hämorride	bn:00042483n	1.00
Kleie [OLCA67] ; Kläia [OLCA68]	N	son	Kleie	bn:00012735n	1.00
Pfoschta [ACPA] ; Pfeschte [OLCA67;OLCA68]	N	poteau;poteaux	Pfosten	bn:00076388n	0.82
Cormoràn [OLCA68] ; Kormoràn [OLCA67;OLCA68]	N	cormoran	Kormoran;Kormorane	bn:00022676n	1.00
Mätzger [ACPA] ; Metzger [WKT]	N	boucher	Metzger	bn:00014211n	0.82
Sàrg [ACPA] ; Sàrig [ACPA]	N	cercueil	Särge;Sarg	bn:00016479n	1.00
Wàsserkràft [ACPA]	N	énergie hydraulique;houille blanche	Wasserkraft	bn:00045374n	0.71
Strãnd [WKT] ; Schtrànd [ACPA]	N	plage	Strände;Strand	bn:00009263n	1.00
Hailmettel [ACPA]	N	médicament;remède	Heilmittel	bn:00066729n	0.58
Flechtleng [ACPA] ; Fleschtling [ACPA]	N	fugitif	Flüchtling;Flüchtlinge	bn:00036749n	0.87
frendlig [ACPA]	A	aimable;cordial	freundlich	bn:00096591a	1.00
Floh [ACPA;OLCA67;OLCA68]	N	puce	Floh	bn:00035151n	1.00
Fìschàdler [OLCA67;OLCA68] ; Fischàdler [OLCA67;OLCA68]	N	balbuzard	Fischadler	bn:00034831n	1.00
Dinosoor [WKT] ; Dinosoore [WKT]	N	dinosaures;dinosaure	Dinosauria;Dinosaurier	bn:00027226n	1.00
Weische [ACPA] ; Waicha [ACPA]	N	aiguillage	Weiche	bn:00075607n	0.82
Zàhnpasta [ACPA;OLCA67;OLCA68;WKT] ; Zàhnpaschta [ACPA]	N	pâte dentifrice;dentifrice	Zahnpaste;Zahnpasta	bn:00077604n	1.00
Krucka [ACPA] ; Kruck [ACPA]	N	béquille	Krücke;Krücken	bn:00024154n	1.00
Sül [ACPA] ; Süla [ACPA]	N	colonne	Säule;Säulen	bn:00020827n	0.87
Rees [ACPA] ; Ris [ACPA]	N	géant	Riese	bn:00040389n	1.00
Gwend [ACPA]	N	filetage;pas de vis	Gewinde	bn:00069870n	1.00
Verteidigung [OLCA67;OLCA68] ; Vertaidigung [ACPA]	N	défense	Verteidigung	bn:00025871n	1.00
Dunscht [ACPA] ; Dùnscht [OLCA67;OLCA68]	N	brume	Dunst	bn:00043234n	1.00
Paitscha [ACPA] ; Peitsch [ACPA]	N	fouet	Peitsche	bn:00060846n	1.00
Akelej [OLCA67;OLCA68] ; Àkeläi [ACPA]	N	ancolie	Akeleien;Akelei	bn:00005236n	1.00
Resultatt [OLCA67;OLCA68] ; Resültàt [ACPA]	N	résultat	Resultat	bn:00004452n	0.53
kuntroliara [ACPA] ; kontroleere [ACPA]	V	contrôler	kontrollieren	bn:00084850v	1.00
Dàchschendel [ACPA] ; Dàchschendla [ACPA]	N	échandole;bardeau	Dachschindel	bn:00070858n	1.00
Haifesch [ACPA] ; Haïfisch [WKT]	N	requin	Haifische	bn:00070919n	1.00
Pulver [ACPA;WKT]	N	poudre	Pulver	bn:00063926n	1.00
Müsfàlla [ACPA]	N	piège à souris;souricière	Mausefalle	bn:00056127n	1.00
Wisse [ACPA] ; Wessa [ACPA]	N	connaissance	Wissen	bn:00020452n	1.00
Sàntelholz [ACPA] ; Sàndelholz [ACPA]	N	bois de santal;santal	Sandelholz	bn:00069144n	1.00
Haizehl [ACPA] ; Haitzeel [ACPA]	N	fuel;mazout	Heizöl	bn:00036742n	0.82
Weisheitszàhn [ACPA] ; Waishaitszàhn [ACPA]	N	dent de sagesse	Weisheitszahn;Weisheitszähne	bn:00081409n	1.00
Àcks [ACPA] ; Àcksa [ACPA]	N	essieu	Achsen;Achse	bn:00007536n	1.00
Finschmäcker [ACPA]	N	gourmet;gastronome	Feinschmecker	bn:00011963n	0.71
Howwel [OLCA67;OLCA68] ; Howel [ACPA]	N	rabot	Hobel	bn:00016196n	0.71
Unterwäsch [ACPA]	N	lingerie;sous-vêtements	Unterwäsche	bn:00079003n	0.87
Wecker [OLCA67;OLCA68] ; Wäcker [ACPA]	N	réveil	Wecker;Weckuhr	bn:00002413n	1.00
Buschla [ACPA] ; Beschala [ACPA]	N	touffe	Büschel	bn:03337742n	1.00
Skizza [ACPA]	N	esquisse;croquis	Skizze	bn:03303817n	0.82
Blindàrmentzindùng [OLCA67;OLCA68] ; Blinddàrmentzindung [OLCA67;OLCA68]	N	appendicite	Blinddarmentzündung	bn:00005037n	1.00
Schare [OLCA67;OLCA68] ; Schar [OLCA67;OLCA68]	N	ciseau;ciseaux	Schere	bn:00060209n	0.82
Vermejenswürt [ACPA] ; Vermegenswart [ACPA]	N	actif	Vermögenswerte;Vermögenswert	bn:02332616n	0.82
Kandidate [WKT] ; Kàndidàt [ACPA]	N	candidat	Kandidat;Kandidaten;Kandidato	bn:00015205n	1.00
Saagmahl [ACPA] ; Sagmahl [OLCA67;OLCA68]	N	sciure	Sägemehl	bn:00069413n	1.00
Flascha-n-äffner [ACPA]	N	décapsuleur;ouvre-bouteilles	Flaschenöffner;Flaschenöffner.	bn:00012354n	1.00
Brüaderschàft [ACPA] ; Bröderschàft [ACPA]	N	fraternité	Bruderschaften	bn:00036284n	1.00
Blüsa [ACPA]	N	blouse;corsage	Bluse	bn:00011441n	1.00
Bläischteft [ACPA] ; Bleisteeft [WKT]	N	crayon	Bleistift;Bleistifte	bn:00061334n	0.87
Sumpfbieber [OLCA68] ; Sumpfbiewer [OLCA67]	N	ragondin	Sumpfbiber	bn:00023434n	0.63
Ardkruschta [ACPA] ; Erdkruscht [ACPA]	N	écorce terrestre	Erdkruste	bn:00024148n	0.71
Streik [WKT] ; Schtraik [ACPA]	N	grève	Streik	bn:00074670n	1.00
Schutz [ACPA;WKT]	N	protection	Schutz	bn:00064837n	1.00
Unterhoos [ACPA] ; Unterhoosa [ACPA]	N	caleçon	Unterhosen	bn:00012558n	1.00
Wàsserschàde [ACPA] ; Wàsserschàda [ACPA]	N	dégât des eaux	Wasserschäden;Wasserschaden	bn:01100368n	1.00
Gmainschàft [ACPA] ; Gmeinschàft [ACPA]	N	communauté	Gemeinschaft	bn:00010584n	1.00
Brüat [ACPA] ; Bröt [ACPA]	N	couvée	Brut	bn:00013333n	0.82
lischt [ACPA] ; licht [ACPA]	A	facile	leicht	bn:00101973a	0.63
Menschter [ACPA] ; Minschter [ACPA;OLCA67;OLCA68]	N	cathédrale	Münster	bn:00055214n	1.00
Zwillinge [ACPA] ; Zwillenga [ACPA]	N	gémeaux	Zwillinge	bn:00037618n	1.00
Lohn [ACPA;WKT]	N	salaire	Lohn;Löhne	bn:00029416n	0.71
wunderbàr [ACPA]	A	merveilleux;magnifique	wunderbar	bn:00096926a	0.71
Johànniskrüt [OLCA67;OLCA68] ; Johànniskrütt [ACPA]	N	millepertuis	Johanneskraut;Johanneskräuter;Johanniskräuter;Johanniskraut	bn:00038271n	1.00
Wàhlfesch [ACPA] ; Wàhlfech [ACPA]	N	baleine	Walfische	bn:00080949n	1.00
Fàhrschüala [ACPA] ; Fàhrschöl [ACPA]	N	auto-école	Fahrschule;Fahrschulen	bn:02350066n	1.00
Tànk [ACPA]	N	réservoir;citerne	Tank	bn:00074452n	1.00
Gùtter [OLCA68] ; Guttera [WKT]	N	gourde	Gde.	bn:00041183n	1.00
Il [WKT] ; Öila [ACPA]	N	hibou	Eulen;Eule	bn:00010633n	1.00
Züafluss [ACPA] ; zöfluss [ACPA]	N	affluent	Zufluss	bn:00046692n	0.71
ärschina [ACPA] ; ärschinne [ACPA]	V	apparaître	erscheinen	bn:00082691v	1.00
Zwilling [OLCA67;OLCA68] ; Zwilleng [ACPA]	N	jumeaux	Zwillinge	bn:00037619n	1.00
Bàkteria [ACPA] ; Bakterie [OLCA67;OLCA68]	N	bactérie;bactéries	Bakterien;Bakterie;Bacteria	bn:00007854n	1.00
Minüta [ACPA] ; Minüt [OLCA67;OLCA68]	N	minute	Minute;Minuten	bn:00055094n	1.00
Äckel [ACPA] ; Eckel [ACPA]	N	dégoût	Eklig;Ekelig;Ekel	bn:00027570n	0.82
Wàhnsenn [ACPA] ; Wàhnsinn [ACPA]	N	folie	Wahnsinnig;Wahnsinn	bn:00046865n	0.71
Schàtz [ACPA;OLCA67;OLCA68;WKT]	N	trésor	Schatz	bn:00078112n	1.00
Stiir [OLCA67;OLCA68] ; Schtira [ACPA]	N	impôt;taxe	Steuer	bn:00067519n	0.77
Staub [WKT] ; Schtàuib [ACPA]	N	poussière	Staub	bn:00029192n	1.00
Zimmermànn [ACPA] ; Zemmermànn [ACPA]	N	charpentier	Zimmermann	bn:00016191n	1.00
Simshowwel [ACPA] ; Semshowel [ACPA]	N	guillaume	Simshobel	bn:00059105n	1.00
Däifel [ACPA] ; Deifel [ACPA]	N	diable	Deiwel;Deuwel;Teufel	bn:00009586n	0.76
Verlätzung [ACPA] ; Verletzùng [OLCA67;OLCA68]	N	blessure	Verletzung;Verletzungen	bn:00000694n	0.58
blüete [OLCA67;OLCA68] ; blüata [ACPA]	V	saigner	bluten	bn:00083586v	1.00
Schtrumpfhos [ACPA] ; Schtrumpfhoosa [ACPA]	N	collant	Strumpfhose;Strumpfhosen	bn:00060447n	1.00
Hund [ACPA;OLCA67;OLCA68;WKT] ; Hùnd [OLCA67]	N	chien	Hund;Hound;Hunde	bn:00015267n	0.75
Fischer [WKT] ; Fescharäi [ACPA]	N	pêche;pêcheur	Fischerei;Fischer	bn:00034861n	0.75
Mahltàui [ACPA] ; Mehltàui [ACPA]	N	oïdium	Mehltau	bn:00063939n	1.00
Mülwurf [ACPA] ; Mülwarfer [WKT]	N	taupe	Maulwurf;Maulwürfe	bn:00055554n	1.00
Sàlz [ACPA;OLCA67;OLCA68;WKT]	N	sel	Salz;Salzig;Salze	bn:00068991n	0.87
Maggikrüt [ACPA] ; Maggikrütt [ACPA]	N	ache de montagne;livèche	Maggikraut	bn:00050879n	0.77
Menz [ACPA] ; Minz [OLCA67;OLCA68]	N	monnaie	Münzen;Münze	bn:00020497n	0.77
Schtigisa [ACPA] ; Schtejise [ACPA]	N	crampons	Steigeisen	bn:02924147n	0.82
Wedmung [ACPA] ; Widmung [ACPA]	N	dédicace	Widmung	bn:01910223n	1.00
Kerchhoff [ACPA] ; Kirchhof [WKT]	N	cimetière	Kirchhof	bn:00019028n	0.71
Schplitter [ACPA] ; Schpletter [ACPA]	N	fragment	Splitter	bn:03283480n	0.71
Zitron [OLCA67;OLCA68;WKT] ; Zitrona [ACPA]	N	citron	Zitronen;Zitrone	bn:00019309n	1.00
Schpeel [ACPA] ; Speel [OLCA67]	N	match	Spiel	bn:00036522n	0.82
Grossmàmme [WKT] ; Grosmàmme [WKT]	N	grand-mère	Großmama	bn:00041313n	0.50
Ààrschbàcke [WKT] ; Àrschbàcka [ACPA]	N	fesses	Arschbacke	bn:00005913n	0.38
Tenta [ACPA] ; Tente [ACPA]	N	encre	Tinten;Tinte	bn:00046794n	0.87
Kàfebohna [ACPA] ; Kàfebohn [ACPA]	N	grain de café	Kaffeebohne;Kaffee-Bohne	bn:00020416n	0.77
Schplend [ACPA] ; Splind [ACPA]	N	aubier	Splint	bn:00069242n	1.00
Lischta [ACPA] ; Lischt [ACPA]	N	aine	Leiste	bn:00041848n	1.00
Vehzechter [ACPA] ; Viezischter [ACPA]	N	éleveur	Viehzüchter	bn:00041540n	1.00
Stross [OLCA67;OLCA68;WKT] ; Stros [WKT]	N	route	Straße	bn:00007500n	1.00
Krenung [ACPA]	N	sacre;couronnement	Krönung;Krönungen	bn:00022800n	0.89
Vermettler [ACPA]	N	intermédiaire;médiateur	Vermittler	bn:00040836n	1.00
Dàchs [OLCA67;OLCA68] ; Dàcks [ACPA]	N	blaireau	Dachse;Dachs	bn:00007899n	1.00
fresch [ACPA] ; frisch [ACPA;OLCA67;OLCA68]	A	frais	frischen	bn:00103326a	1.00
Kuppel [ACPA] ; Kupla [ACPA]	N	dôme	Kuppel	bn:03215368n	1.00
Kejel [ACPA] ; Kegel [ACPA]	N	cône	Kegel	bn:00021691n	1.00
Ardrutsch [ACPA]	N	glissement de terrain;éboulement	Erdrutsch;Erdrutsche	bn:00049897n	1.00
schnäll [WKT] ; schnall [ACPA;OLCA67;OLCA68]	A	rapide	schnellen	bn:00102802a	1.00
Trummelfall [ACPA] ; Trummlafall [ACPA]	N	peau de tambour;tympan	Trommelfell	bn:00029381n	0.82
Pàssionsblüama [ACPA] ; Pàssionsblüem [OLCA67;OLCA68]	N	passiflore	Passionsblume;Passionsblumen	bn:00039040n	1.00
Film [ACPA]	N	pellicule;film	Film;Filme;Filmen	bn:00034471n	0.85
Bätt [ACPA] ; Bett [WKT]	N	lit	Bett	bn:00009475n	1.00
Kuffer [ACPA] ; Koffer [WKT]	N	valise	Koffer	bn:00007927n	0.63
Kutlätt [ACPA] ; Kotlett [ACPA]	N	côtelette	Kotelett	bn:00063627n	1.00
Ärtràg [ACPA] ; Ertràj [OLCA68]	N	rendement	Ertrag	bn:00671535n	1.00
Trinkgàld [WKT] ; Trenkgald [ACPA]	N	pourboire	Trinkgeld;Trinkgelder	bn:00007817n	0.77
Zühn [ACPA] ; Zün [WKT]	N	clôture	Zaun	bn:00034048n	1.00
Kànepee [ACPA] ; Kànape [ACPA]	N	canapé	Canapé	bn:03277550n	1.00
Schpickzettel [ACPA] ; Schpeckzetala [ACPA]	N	antisèche	Spickzettel	bn:03385443n	1.00
Làchs [OLCA67;OLCA68] ; Làcks [ACPA]	N	saumon	Lachse;Lachs	bn:00068966n	1.00
Sürkrüt [ACPA;OLCA67;OLCA68;WKT]	N	choucroute	Sauerkraut	bn:00069358n	1.00
ànahme [WKT] ; ànamma [ACPA]	V	supposer	annehmen	bn:00082872v	0.82
Zàuiwerkenschtler [ACPA]	N	prestidigitateur;illusionniste	Zauberkünstler	bn:00021895n	0.77
Vordeil [OLCA67;OLCA68] ; Vortail [ACPA]	N	avantage	Vorteil	bn:03229360n	1.00
Källner [ACPA]	N	serveur;garçon	Kellner	bn:00070648n	0.87
Blüetkrabs [OLCA67;OLCA68] ; Blüatkrabs [ACPA]	N	leucémie	Blutkrebs	bn:00015191n	1.00
Röwe [ACPA] ; Rüawa [ACPA]	N	betterave	Rüben	bn:00009601n	0.71
Wurm [ACPA]	N	ver	Wurm;Würmer	bn:00081635n	1.00
Verschtupfung [ACPA]	N	engorgement;congestion	Verstopfung	bn:00161052n	0.58
Noodelbaam [ACPA] ; Nodlabàuim [ACPA]	N	conifère	Nadelbaum	bn:00019535n	1.00
Metlütt [ACPA] ; Mittlàut [ACPA]	N	consonne	Mitlaut	bn:00022012n	1.00
heere [OLCA67;OLCA68] ; heera [ACPA]	V	entendre	hören	bn:00089277v	1.00
Rabmasser [OLCA67;OLCA68] ; Raabmasser [ACPA]	N	serpe;serpette	Rebmesser	bn:00010397n	0.61
Ràuimscheff [ACPA]	N	vaisseau spatial;astronef	Raumschiff;Raumschiffe	bn:00008176n	0.82
Teer [ACPA] ; Tiar [ACPA]	N	animal	Tiere;Tierreich;Tier;Tieren	bn:00004222n	0.71
Mohler [ACPA] ; Moler [WKT]	N	peintre	Maler;Malen;Malerei	bn:00060201n	0.76
Bànka [ACPA] ; Bànk [ACPA]	N	banque	Bank;Banken;Banker	bn:00008364n	1.00
Heizung [ACPA] ; Haizung [ACPA]	N	chauffage	Heizung;Heizungen	bn:00043446n	0.87
Ginschter [ACPA;OLCA67;WKT]	N	genêt	Genista;Ginster	bn:00013353n	0.77
Kàpper [ACPA] ; Kàpra [ACPA]	N	câpre	Kaper	bn:00015475n	1.00
Send [ACPA]	N	péché	Sünde;Sünder;Sünden	bn:00071707n	1.00
Fihrwehrmànn [ACPA]	N	pompier;sapeur-pompier	Feuerwehrmann	bn:00034631n	1.00
verteidige [OLCA67;OLCA68] ; vertaidiga [ACPA]	V	défendre	verteidigen	bn:00086453v	1.00
Schpànnung [ACPA]	N	tension;voltage	Spannung;Spannungen	bn:00030159n	1.00
Üssreschtung [ACPA]	N	armement;équipement	Ausrüstung	bn:00005722n	0.87
Schafer [ACPA] ; Schäffer [ACPA]	N	berger	Schäfer;Schäferei	bn:00070974n	0.77
Mànnschàft [ACPA] ; Mannschaft [OLCA67;OLCA68]	N	équipe	Mannschaft	bn:00073699n	1.00
Jucka [ACPA] ; Jùcke [OLCA67;OLCA68]	N	prurit;démangeaison	Jucken	bn:00047727n	1.00
Fillfràss [ACPA] ; Villfrass [ACPA]	N	glouton	Vielfraß;Vielfraße;Vielfrass	bn:00040778n	1.00
Schproch [ACPA]	N	langue;langage	Sprachen;Sprach;Sprache	bn:00049910n	0.91
Zirkumfläx [ACPA] ; Zirkumfläks [ACPA]	N	circonflexe;accent circonflexe	Zirkumflex	bn:00016037n	1.00
Köischhait [ACPA] ; Köischheit [ACPA]	N	chasteté	Keuschheit	bn:00017021n	0.58
lieb hà [WKT] ; liëbe hã [WKT]	V	aimer	lieben	bn:00090505v	1.00
Clown [ACPA;WKT]	N	bouffon;clown	Clown	bn:00013686n	1.00
Reedensàrt [ACPA]	N	locution;expression	Redensarten;Redensart	bn:00045841n	0.75
Niederlage [OLCA67;OLCA68] ; Neederlàg [ACPA]	N	défaite	Niederlage	bn:00025855n	1.00
Rengfenger [ACPA]	N	annulaire	Ringfinger	bn:00004367n	1.00
Bierheef [OLCA67;OLCA68] ; Biarheeva [ACPA]	N	levure de bière;levure	Bierhefe	bn:00008015n	0.71
Maawersucht [ACPA] ; Mààgersucht [ACPA]	N	anorexie	Magersucht	bn:00004426n	1.00
Näirich [ACPA]	N	nouveau riche;parvenu	Neureich;Neureicher;Neureichen;Neureiche	bn:03514567n	1.00
Rüeder [OLCA67;OLCA68;WKT] ; Rüadra [ACPA]	N	rame	Ruder	bn:00058406n	1.00
Gàrte [OLCA67;WKT] ; Gàrta [ACPA]	N	jardin	Gärten;Garten	bn:00037300n	0.87
Gàs [ACPA] ; Gàsa [ACPA]	N	pet;gaz	Gas;Gase	bn:00037382n	0.87
Ereigniss [ACPA] ; Äraigniss [ACPA]	N	évènement	Ereignisse;Ereignis	bn:02131709n	0.87
Perlhüehn [OLCA67;OLCA68] ; Pärlhüahn [ACPA]	N	pintade	Perlhühner;Perlhuhn	bn:00058311n	1.00
Zùcker [OLCA67;OLCA68] ; Zucker [ACPA;OLCA67;OLCA68;WKT]	N	sucre	Zucker	bn:01227076n	1.00
Schrei [ACPA]	N	cri	Schreien;Schrei	bn:00069841n	0.87
Seidel [OLCA67;OLCA68]	N	chope de bière;chope	Seidla	bn:00501403n	0.87
Bschtatigung [ACPA] ; Beschtadigung [ACPA]	N	affirmation;confirmation	Bestätigung	bn:00001768n	0.87
Projakt [ACPA] ; Projàakt [WKT]	N	projet	Projekte;Projekt	bn:00049573n	0.77
Trüffel [OLCA67;OLCA68] ; Trüffla [ACPA]	N	truffe	Trüffel	bn:00029431n	1.00
Teschdüach [ACPA] ; Dischdüech [OLCA68]	N	nappe	Tischtuch	bn:00075826n	0.82
Kràmpf [ACPA]	N	crampe;spasme	Krämpfe;Krampf	bn:00023517n	0.89
Bànkrott [ACPA]	N	faillite;banqueroute	Bankrott	bn:00008420n	1.00
Wàsserschpenna [ACPA] ; Wàsserschpinne [ACPA]	N	argyronète	Wasserspinne;Wasserspinnen	bn:03850466n	0.87
Wendrosa [ACPA] ; Windros [OLCA67;OLCA68]	N	rose des vents	Windrose	bn:00021312n	0.82
Götheit [ACPA] ; Güathait [ACPA]	N	bonté	Gutheit	bn:02757213n	1.00
Ewerschuss [ACPA] ; Iwwerschùss [OLCA67;OLCA68]	N	excédent	Überschuss	bn:00032121n	1.00
Schteck [ACPA]	N	pièce;morceau	Stück	bn:00021408n	0.87
Junggsäll [ACPA]	N	garçon;célibataire	Junggeselle	bn:00007702n	0.87
Zivilischt [ACPA] ; Zivilescht [ACPA]	N	civil	Zivilist;Zivilisten	bn:00019380n	1.00
Hetzwalla [ACPA] ; Hitzwall [OLCA67;OLCA68]	N	canicule;vague de chaleur	Hitzewelle	bn:00043445n	0.77
Hüeflàtti [OLCA67] ; Hoflàtti [OLCA68]	N	tussilage	Huflattich	bn:00020794n	1.00
Tànte [ACPA] ; Dànte [WKT]	N	tante	Tante	bn:00007182n	1.00
Kraft [WKT] ; Kràft [ACPA]	N	force	Kraft;Kräfte	bn:00027227n	0.82
Ràschpla [ACPA] ; Ràschpel [OLCA67;OLCA68]	N	râpe	Raspel	bn:00066208n	1.00
Mürer [ACPA] ; Müre [WKT]	N	maçon	Maurer	bn:00013057n	1.00
Schloose [OLCA67]	N	grêle;grêlons	Schloßen;Schlosse;Schlossen;Schloße	bn:00042519n	0.93
unbehulfa [ACPA]	A	maladroit;gauche	unbeholfen	bn:00099911a	0.87
iwwerwàche [OLCA68] ; ewerwàcha [ACPA]	V	surveiller	überwachen	bn:00090897v	1.00
Verschtaigerung [ACPA]	N	vente aux enchères;enchères	Versteigerung	bn:00007085n	1.00
efne [OLCA67] ; äffna [ACPA]	V	ouvrir	öffnen	bn:00091165v	1.00
Skunk [ACPA]	N	sconse;mouffette	Skunk	bn:00063307n	0.77
Kinnigin [WKT] ; Kenigin [ACPA]	N	reine	Königin	bn:00034025n	1.00
Wenter [ACPA] ; Winter [OLCA67;OLCA68;WKT]	N	hiver	Winter	bn:00081370n	1.00
Pflischt [ACPA] ; Pflecht [ACPA]	N	devoir	Pflicht	bn:00029240n	0.71
Àdvokàt [ACPA] ; Advokat [WKT]	N	avocat	Advokat	bn:03420633n	0.71
Zit [WKT] ; Zitt [ACPA;OLCA67;OLCA68]	N	temps	Zeit;Zeiten	bn:00076545n	0.87
Bergermaischter [ACPA]	N	bourgmestre;maire	Bürgermeister	bn:00013968n	1.00
Schteel [ACPA] ; Stìel [OLCA67;OLCA68]	N	tige	Stiel	bn:00820547n	1.00
Bischtvàtter [ACPA] ; Bichtvàtter [ACPA]	N	confesseur	Beichtvater	bn:00021737n	0.82
Làschtwààga [ACPA] ; Làschtwaawe [ACPA]	N	camion	Lastwagen	bn:00056059n	1.00
Schtüalgàng [ACPA] ; Stüehlgàng [OLCA67;OLCA68]	N	selles	Stuhlgang	bn:00025860n	0.63
Gwinnteil [ACPA] ; Gwennàtail [ACPA]	N	dividende	Gewinnanteil	bn:00027880n	1.00
Schteftskerch [ACPA] ; Schtiftskerisch [ACPA]	N	collégiale	Stiftskirche	bn:00186519n	0.82
Ärzehlung [ACPA]	N	récit;conte	Erzählungen;Erzählung	bn:00056857n	0.82
G'schirr [OLCA67;OLCA68] ; Gscherr [ACPA]	N	vaisselle	Geschirr	bn:00075834n	1.00
Restaurant [OLCA67;OLCA68]	N	restaurant	Restaurant	bn:00029545n	0.58
Trinke [ACPA;OLCA67;OLCA68;WKT]	N	boisson;boissons	Trank;Drink	bn:00010183n	0.63
Kàuigummi [ACPA] ; Kaujgùmmi [OLCA67;OLCA68]	N	chewing-gum	Kaugummi	bn:00013545n	1.00
Komponescht [ACPA] ; Komponischt [ACPA]	N	compositeur	Komponist	bn:00021397n	1.00
Fedder [OLCA67] ; Fadra [ACPA;OLCA68]	N	plume	Feder	bn:00057603n	1.00
Boiwarik [ACPA] ; Boiwark [ACPA]	N	édifice	Bauwerk	bn:00013722n	0.82
